budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
14000000USD,Charlotte Gainsbourg|Vincenzo Amato|Francesco Casisa|Filippo Pucillo|Federica De Cola|Isabella Ragonese|Vincent Schiavelli|Massimo Laguardia,Emanuele Crialese,Memento Distribution,118,90015,54150,Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/40/58/18750174.jpg,France|Italie,2007-03-21,"Début du XXème siècle. Dans un coin perdu de la campagne sicilienne, vit une famille de paysans qui s'échinent sur le même lopin de terre depuis des générations. Ils mènent une existence en harmonie avec la nature et cohabitent avec les esprits de leurs défunts. La monotonie de leur vie quotidienne est interrompue par des récits du Nouveau Monde, de leurs habitants, et des innombrables richesses de cet Eden...",Golden Door
15000000EUR,José Garcia|Lucas Belvaux|Marie Gillain|Olivier Gourmet|Nicolas Cazalé|Linh-Dan Pham|Michel Serrault|Titouan Laporte,Régis Wargnier,Gaumont Columbia Tristar Films,115,420262,109255,Policier|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/60/07/18/18699198.jpg,France,2007-01-24,Le commissaire Jean-Baptiste Adamsberg n'aime pas le Printemps.,Pars vite et reviens tard
20300000EUR,Gaspard Ulliel|Marie-Josée Croze|Albert Dupontel|Jocelyn Quivrin|Tchéky Karyo|Malik Zidi|Léo Legrand|Olivier Gourmet,Laurent Boutonnat,Pathé,150,378651,55569,Aventure|Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/18/69/18686582.jpg,France,2007-01-17,"1815. Jacquou, jeune paysan du Périgord, vit heureux avec ses parents.",Jacquou Le Croquant
15000000USD,Jason Statham|Amy Smart|Jose Pablo Cantillo|Efren Ramirez|Glenn Howerton|Reno Wilson|Carlos Sanz|Michael J. Gonzalez,Mark Neveldine|Brian Taylor,TFM Distribution,83,127061,108842,Action|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/23/50/18742789.jpg,U.S.A.,2007-03-14,"Chev Chelios est un tueur à gages qui n'a pas rempli un banal contrat : la veille, il a en effet raté sa cible. Et ce matin-là, Chev est réveillé par un coup de téléphone de bien mauvaise augure. A l'autre bout du fil, le malfrat Ricky Verona lui apprend qu'il a été empoisonné dans son sommeil et qu'il ne lui reste qu'une heure à vivre...",Hyper tension
40000000USD,Edward Norton|Paul Giamatti|Jessica Biel|Rufus Sewell|Eddie Marsan|Tom Fisher|Erich Redman|Ellen Savaria,Neil Burger,Metropolitan FilmExport,110,142608,59275,Drame|Fantastique|Thriller,https://fr.web.img6.acsta.net/c_310_420/pictures/17/01/06/12/02/271782.jpg,U.S.A.|République tchèque,2007-01-17,"Vienne, dans les années 1900. Surgit un jour le charismatique et mystérieux illusionniste Eisenheim, qui ne tarda pas à devenir l'homme le plus célèbre de la ville, l'incarnation vivante d'une magie à laquelle personne n'osait plus croire...",L'Illusionniste
,Satya Dusaugey|Michel Blanc|Emmanuelle Béart|Sami Bouajila|Julie Depardieu|Johan Libéreau|Lorenzo Balducci|Alain Cauchi,André Téchiné,UGC,112,132701,109394,Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/03/26/18727066.jpg,France,2007-03-07,"Paris, été 1984.",Les Témoins
50000000USD,Rudy Youngblood|Raoul Max Trujillo|Dalia Hernández|Jonathan Brewer|Morris Birdyellowhead|Carlos Emilio Baez|Ramirez Amilcar|Israel Contreras|Shelby Young,Mel Gibson,Quinta Distribution,138,234693,61676,Action|Aventure|Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/26/80/18704297.jpg,U.S.A.|Mexique|Grande-Bretagne,2007-01-10,Dans les temps turbulents précédant la chute de la légendaire civilisation Maya.,Apocalypto
8000000EUR,Yvan Attal|Clovis Cornillac|Minna Haapkyla|Pierre Richard|Simon Abkarian|Olga Kurylenko|Veronika Varga|Jean-Claude Bouillon,Eric Barbier,Wild Bunch Distribution,119,304325,109704,Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/91/86/18697662.jpg,France,2007-01-10,"Vincent Mandel, photographe et père de famille en instance de divorce, voit sa vie s'effondrer à cause d'une manipulation orchestrée par un ancien camarade de classe, Joseph Plender.",Le Serpent
85000000USD,Cameron Diaz|Kate Winslet|Jude Law|Jack Black|Eli Wallach|Edward Burns|Rufus Sewell|Miffy Englefield,Nancy Meyers,Universal Pictures France (UPF),131,399396,60426,Comédie|Romance,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/83/50/18689023.jpg,U.S.A.,2006-12-27,"Une Américaine (Amanda) et une Anglaise (Iris), toutes deux déçues des hommes, décident, sans se connaître, d'échanger leurs appartements. Iris, va débarquer dans une demeure de rêve tandis que la distinguée Amanda découvre une petite maison de campagne sans prétentions. Les deux femmes pensent passer de paisibles vacances loin de la gent masculine, mais c'était sans compter l'arrivée du frère d'Iris dans la vie d'Amanda, et la rencontre de Miles pour Iris.",The Holiday
,Anthony Hopkins|Demi Moore|Sharon Stone|Elijah Wood|Harry Belafonte|Nick Cannon|Emilio Estevez|Freddy Rodriguez,Emilio Estevez,TFM Distribution,117,84527,108654,Drame|Historique,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/31/27/18702629.jpg,U.S.A.,2007-01-24,"Le 5 juin 1968, à minuit, le sénateur démocrate Robert F. Kennedy, ancien Ministre de la Justice, candidat démocrate à la Maison Blanche et probable successeur de son frère JFK, était assassiné dans les couloirs de l'Hôtel Ambassador de Los Angeles.",Bobby
100000000USD,Ed Speleers|Jeremy Irons|Sienna Guillory|Robert Carlyle|John Malkovich|Djimon Hounsou|Garrett Hedlund|Gary Lewis|Rachel Weisz|Maggie Baird,Stefen Fangmeier,Twentieth Century Fox France,105,792503,108625,Fantastique,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/15/42/18700877.jpg,U.S.A.,2006-12-20,"Autrefois, la paix et la prospérité régnaient en terre d'Alagaësia. Les Dragons avaient alors fait don à leurs Dragonniers de pouvoirs magiques, et même de l'immortalité. Aucun ennemi ne pouvait les vaincre... jusqu'à ce que l'un des leurs, Galbatorix, décide de trahir pour s'approprier tous ces pouvoirs et en jouir seul en détruisant tous les autres Dragonniers. ",Eragon
38000000USD,Will Ferrell|Emma Thompson|Maggie Gyllenhaal|Dustin Hoffman|Queen Latifah|Tony Hale|Linda Hunt|Tom Hulce,Marc Forster,Gaumont Columbia Tristar Films,105,70911,59564,Comédie|Fantastique|Romance,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/20/99/18701881.jpg,U.S.A.,2007-01-10,"Un beau matin, Harold Crick, un obscur fonctionnaire du fisc, entend soudain une voix de femme qui se met à commenter tout ce qu'il vit, y compris ses pensées les plus intimes. Pour Harold, c'est un cauchemar qui dérègle sa vie parfaitement agencée, mais cela devient encore plus grave lorsque la voix annonce qu'il va bientôt mourir...",L'Incroyable destin de Harold Crick
21000000USD,Hilary Swank|Patrick Dempsey|Scott Glenn|Imelda Staunton|April L. Hernandez|Mario|Kristin Herrera|Jacklyn Ngan,Richard LaGravenese,Paramount Pictures France,124,163878,60975,Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/77/81/18719369.jpg,U.S.A.,2007-03-14,"Erin Gruwell, enseignante novice de 23 ans, a choisi comme premier poste un lycée difficile de Long Beach. Ses élèves l'ignorent superbement et se regroupent en clans, prêts à s'affronter au moindre prétexte. L'ambiance empire au fil des jours, en dépit des efforts sincères et maladroits d'Erin pour prendre en main cette classe d'""irrécupérables"".",Ecrire pour exister
,Gérard Jugnot|Alice Taglioni|Jean-Paul Rouve|Vincent Rottiers|Michael Culkin|Cyrille Eldin|Stéphane Metzger|François Levantal,Alain Berbérian,Bac Films,100,271757,109457,Aventure|Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/19/77/18703592.jpg,France|Grande-Bretagne|Hongrie,2007-01-31,Un trésor enfoui sur un îlot des Antilles.,L'Île aux trésors
65200000EUR,Freddie Highmore|Mia Farrow|Robert Dauney|Ezra Knight|Allen Hoist|Penny Balfour|Isabelle Agid|Douglas Rand|Madonna|David Bowie|Emilio Estevez|Robert De Niro|José Garcia|Christian Erickson|Tonio Descanvelle|David Suchet|Mylène Farmer,Luc Besson,EuropaCorp Distribution,94,1510369,49341,Aventure|Animation|Famille|Fantastique,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/85/13/18684533.jpg,France,2006-11-29,"Comme tous les enfants de son âge, Arthur est fasciné par les histoires que lui raconte sa grand-mère pour l'endormir : ses rêves sont peuplés de tribus africaines et d'inventions incroyables, tirées d'un vieux grimoire, souvenir de son grand-père mystérieusement disparu depuis quatre ans.",Arthur et les Minimoys
11700000EUR,Audrey Tautou|Gad Elmaleh|Marie-Christine Adam|Vernon Dobtcheff|Jacques Spiesser|Annelise Hesme|Charlotte Vermeil|Claudine Baschet,Pierre Salvadori,TFM Distribution,103,527454,108526,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/80/84/85/19552553.jpg,France,2006-12-13,"Jean, serveur timide d'un grand hôtel, passe pour un milliardaire aux yeux d'Irène, une aventurière intéressée.",Hors de prix
,Daniel Auteuil|Dany Boon|Julie Gayet|Julie Durand|Henri Garcin|Jacques Mathou|Marie Pillet|Elizabeth Bourgine,Patrice Leconte,Wild Bunch Distribution,94,230325,37967,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/60/14/23/18678248.jpg,France,2006-12-20,Un marchand d'art fait un pari : il a dix jours pour trouver un meilleur ami. Il se lance alors dans un ,Mon meilleur ami
85000000USD,Elijah Wood|Brittany Murphy|Robin Williams|Hugh Jackman|Nicole Kidman|Hugo Weaving|Carlos Alazraqui|Miriam Margolyes|Clovis Cornillac|Marion Cotillard|Kad Merad|Anthony Kavanagh|Sophie Marceau|Vincent Grass|Manu Payet|Marianne James,Judy Morris|George Miller|Warren Coleman,Warner Bros. France,108,375210,52416,Aventure|Animation,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/23/57/18684905.jpg,U.S.A.|Australie,2006-12-06,"Un manchot de l'Antarctique n'arrivera jamais à rien s'il ne sait pas chanter, et le pauvre Mumble est sans conteste le pire chanteur du monde. Son talent à lui, c'est... les claquettes, qu'il pratique en virtuose, avec une ardeur confondante.",Happy Feet
4800000EUR,Cécile de France|Roschdy Zem|Pascal Elbé|Jean-Pierre Cassel|Leïla Bekhti|Naima Elmcherqui|Xavier Beauvois|Martine Chevallier,Roschdy Zem,Wild Bunch Distribution,88,268690,109177,Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/60/14/29/18678257.jpg,France,2006-12-06,"Clara est juive, Ismaël est arabe. Ils forment un couple heureux et épanoui. Lorsque Clara tombe enceinte, c'est le plus beau jour de leur vie. Tout va bien...",Mauvaise foi
149000000USD,Hugh Jackman|Kate Winslet|Ian McKellen|Andy Serkis|Emma de Caunes|Philippe Catoire|Pascal Casanova|Jean-Loup Horwitz,Sam Fell|David Bowers,United International Pictures (UIP),85,374153,57967,Aventure|Animation|Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/60/15/40/18682582.jpg,U.S.A.|Grande-Bretagne,2006-11-29,"Roddy est un rat des beaux quartiers, qui habite une luxueuse résidence de Kensington. Lorsque Syd, un vulgaire rat d'égout, remonte par l'évier et prétend s'incruster dans son paradis, Roddy tente de l'évacuer en l'attirant dans les WC. Mais Syd n'est pas si bête, et c'est le rat-finné Roddy que le tourbillon de la chasse aspire et expulse dans les égouts !",Souris City
72000000USD,Daniel Craig|Eva Green|Mads Mikkelsen|Judi Dench|Jeffrey Wright|Giancarlo Giannini|Caterina Murino|Simon Abkarian,Martin Campbell,Gaumont Columbia Tristar Films,138,1260348,58525,Action|Espionnage|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/12/35/18674702.jpg,U.S.A.|Grande-Bretagne|Italie|République tchèque,2006-11-22,"Pour sa première mission, James Bond affronte le tout-puissant banquier privé du terrorisme international, Le Chiffre. Pour achever de le ruiner et démanteler le plus grand réseau criminel qui soit, Bond doit le battre lors d'une partie de poker à haut risque au Casino Royale. La très belle Vesper, attachée au Trésor, l'accompagne afin de veiller à ce que l'agent 007 prenne soin de l'argent du gouvernement britannique qui lui sert de mise, mais rien ne va se passer comme prévu. ",Casino Royale
90000000USD,Leonardo DiCaprio|Matt Damon|Jack Nicholson|Ray Winstone|Mark Wahlberg|Martin Sheen|Anthony Anderson|Vera Farmiga,Martin Scorsese,TFM Distribution,150,616912,55983,Policier|Drame|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/21/63/18680971.jpg,U.S.A.,2006-11-29,"A Boston, une lutte sans merci oppose la police à la pègre irlandaise.",Les Infiltrés
11000000USD,Song Kang-Ho|Hie-bong Byeon|Park Hae-il|Doona Bae|Ko Asung|Kim Roi-ha|Pil-Sung Yim|Lee Dong-Ho|Philip Hersh|Oh Dal-soo,Bong Joon Ho,The Jokers / Les Bookmakers,120,93357,111431,Action|Drame|Fantastique,https://fr.web.img3.acsta.net/c_310_420/pictures/23/01/25/17/50/1009568.jpg,Corée du Sud,2006-11-22,"A Séoul, Gang-du tient un petit snack au bord de la rivière où il vit avec sa famille, dont sa fille adorée Hyun-seo. Un jour, un monstre géant surgit des profondeurs de la rivière et attaque la foule. Gang-du tente de s'enfuir avec sa fille, mais elle est enlevée brusquement par le monstre, qui disparaît au fond de la rivière. La famille Park décide alors de partir à la recherche de la créature, pour retrouver Hyun-seo...",The Host
4000000EUR,Benoît Magimel|Philippe Caubère|Béatrice Dalle|Olivier Marchal|Mehdi Nebbou|Tomer Sisley|Anne Marivin|Moussa Maaskri,Frédéric Schoendoerffer,Mars Films,107,173561,108871,Policier|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/85/42/18703546.jpg,France,2007-01-17,"Paris, de nos jours, grand banditisme.",Truands
18000000USD,Sacha Baron Cohen|Ken Davitian|Luenell|Pamela Anderson|Chester|Jean-Pierre Parent|Alan Keyes|Bob Barr,Larry Charles,Twentieth Century Fox France,90,353997,109678,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/29/57/18682308.jpg,U.S.A.,2006-11-15,"Borat, reporter kazakh, est envoyé aux Etats-Unis par la télévision de son pays pour y tourner un reportage sur le mode de vie de cette nation vénérée comme un modèle. Au cours de son périple, il rencontre de vraies personnes dans des situations authentiques, avec les conséquences les plus incroyables. Son comportement à contre-courant provoque les réactions les plus diverses, et révèle les préjugés et les dessous de la société américaine. Aucun sujet n'échappera à sa soif d'apprendre, même les plus extrêmes. Un vrai choc des cultures...","Borat, leçons culturelles sur l'Amérique au profit glorieuse nation Kazakhstan"
,Karin Viard|Eric Caravaca|Jacques Weber|Gilles Cohen|Hélène Babu|Jacqueline Danno|Claire Maurier|Chantal Neuwirth,Catherine Corsini,Pyramide Distribution,90,126296,109314,Comédie,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/60/04/55/18707366.jpg,France,2007-01-24,Julien est un jeune auteur qui rêve d'être édité. Il réussit à obtenir un rendez-vous avec une éditrice redoutable Judith Zahn. Celle-ci ne lui reconnaît aucun talent mais le trouve à son goût. Il se laisse séduire et devient son amant. ,Les Ambitieux
25000000USD,Brad Pitt|Cate Blanchett|Gael García Bernal|Koji Yakusho|Adriana Barraza|Rinko Kikuchi|Saïd Tarchani|Boubker Ait El Caid,Alejandro González Iñárritu,Mars Distribution,135,200643,20151,Drame|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/27/51/18680420.jpg,France|U.S.A.|Mexique,2006-11-15,"En plein désert marocain, un coup de feu retentit. Il va déclencher toute une série d'événements qui impliqueront un couple de touristes américains au bord du naufrage, deux jeunes Marocains auteurs d'un crime accidentel, une nourrice qui voyage illégalement avec deux enfants américains, et une adolescente japonaise rebelle dont le père est recherché par la police à Tokyo. Séparés par leurs cultures et leurs modes de vie, chacun de ces quatre groupes de personnes va cependant connaître une même destinée d'isolement et de douleur... ",Babel
10000000USD,Tobin Bell|Shawnee Smith|Angus Macfadyen|Bahar Soomekh|Dina Meyer|J. LaRose|Debra McCabe|Kim Roberts,Darren Lynn Bousman,Metropolitan FilmExport,107,398998,110818,Epouvante-horreur,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/82/23/18677703.jpg,U.S.A.|Canada,2006-11-22,Le Tueur au puzzle a mystérieusement échappé à ceux qui pensaient le tenir.,Saw 3
40000000USD,Hugh Jackman|Christian Bale|Michael Caine|Scarlett Johansson|Piper Perabo|Rebecca Hall|Samantha Mahurin|David Bowie,Christopher Nolan,Warner Bros. France,128,122611,108998,Drame|Thriller,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/84/94/18680369.jpg,U.S.A.|Grande-Bretagne,2006-11-15,"Londres, au début du siècle dernier...",Le Prestige
50000000USD,Josh Hartnett|Scarlett Johansson|Hilary Swank|Aaron Eckhart|Mia Kirshner|Rose McGowan|Patrick Fischler|Mike Starr|Brian De Palma,Brian De Palma,Metropolitan FilmExport,120,231815,54771,Policier|Drame|Thriller,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/09/81/18661872.jpg,U.S.A.|Allemagne|France,2006-11-08,"Dans les années 40, à Los Angeles, Bucky et Lee, deux inspecteurs, s'attaquent à une affaire de meurtre particulièrement difficile. Une starlette, Elizabeth Short, a été découverte atrocement mutilée. Sa beauté et sa fin tragique deviennent les sujets de conversation de toute la ville.",Le Dahlia noir
,Gérard Lanvin|Catherine Deneuve|Emmanuelle Béart|Miou-Miou|Michaël Cohen|Géraldine Pailhas|Claude Brasseur|Valérie Lemercier,Thierry Klifa,UGC,100,226552,60987,Comédie dramatique|Romance,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/01/87/18699303.jpg,France,2006-12-20,"A Nice, le temps d'un héritage dont l'enjeu est le ""Perroquet bleu"", un cabaret aux nuits magiques, les membres d'une famille éclatée se retrouvent malgré eux. C'est l'heure des explications, des règlements de compte, des aveux, des alliances insolites, des tiroirs secrets que l'on ouvre sans savoir qu'on va y trouver un peu de son histoire...",Le héros de la famille
